CountyID,CountyName,Population5Over,PercentSpeakOnlyEnglish,PercentSpeakOnlyEnglishMarginOfError
21177,"Muhlenberg County, Kentucky",29812,98.4,0.5
21179,"Nelson County, Kentucky",40814,97.2,0.6
21181,"Nicholas County, Kentucky",6625,95.4,2.8
21183,"Ohio County, Kentucky",22339,97.8,0.8
21185,"Oldham County, Kentucky",57889,94.4,0.7
21187,"Owen County, Kentucky",10140,99.1,0.7
21189,"Owsley County, Kentucky",4508,99.4,0.5
21191,"Pendleton County, Kentucky",13863,98.9,0.6
21193,"Perry County, Kentucky",26770,98.9,0.4
21195,"Pike County, Kentucky",60693,98.5,0.3
21197,"Powell County, Kentucky",11724,98.7,0.6
21199,"Pulaski County, Kentucky",59581,98.2,0.4
21201,"Robertson County, Kentucky",2037,97.8,2.8
21203,"Rockcastle County, Kentucky",16059,99.5,0.3
21205,"Rowan County, Kentucky",22103,97.9,0.8
21207,"Russell County, Kentucky",16622,98.3,0.8
21209,"Scott County, Kentucky",44722,95.3,0.7
21211,"Shelby County, Kentucky",40050,91.1,0.9
21213,"Simpson County, Kentucky",16198,97.1,1.4
21215,"Spencer County, Kentucky",16281,97.6,1.2
21217,"Taylor County, Kentucky",23149,96.1,1.3
21219,"Todd County, Kentucky",11528,91.1,3
21221,"Trigg County, Kentucky",13520,93.3,2.3
21223,"Trimble County, Kentucky",8306,95.1,1
21225,"Union County, Kentucky",14270,97.6,0.8
21227,"Warren County, Kentucky",108139,90,0.7
21229,"Washington County, Kentucky",11093,96.6,1.1
21231,"Wayne County, Kentucky",19584,97.4,0.8
21233,"Webster County, Kentucky",12640,95,1.3
21235,"Whitley County, Kentucky",33386,98.7,0.5
21237,"Wolfe County, Kentucky",6825,100,0.4
21239,"Woodford County, Kentucky",23667,91.5,1.1
22001,"Acadia Parish, Louisiana",57219,85.5,1.2
22003,"Allen Parish, Louisiana",24050,89.4,1.4
22005,"Ascension Parish, Louisiana",101491,93.2,0.7
22007,"Assumption Parish, Louisiana",21882,84.5,1.9
22009,"Avoyelles Parish, Louisiana",38948,87.8,1.2
22011,"Beauregard Parish, Louisiana",33429,95.7,0.7
22013,"Bienville Parish, Louisiana",13386,98.4,0.7
22015,"Bossier Parish, Louisiana",111085,93.4,0.6
22017,"Caddo Parish, Louisiana",237416,96.1,0.3
22019,"Calcasieu Parish, Louisiana",179934,92.5,0.5
22021,"Caldwell Parish, Louisiana",9523,98.4,0.6
22023,"Cameron Parish, Louisiana",6394,92.4,2
22025,"Catahoula Parish, Louisiana",9697,98,1.2
22027,"Claiborne Parish, Louisiana",16088,96.8,1.1
22029,"Concordia Parish, Louisiana",19262,98.4,0.3
22031,"De Soto Parish, Louisiana",25014,97.3,0.8
22033,"East Baton Rouge Parish, Louisiana",412638,92,0.4
22035,"East Carroll Parish, Louisiana",7093,97.2,1.2
22037,"East Feliciana Parish, Louisiana",19018,98.2,0.7
22039,"Evangeline Parish, Louisiana",31309,78.7,2
22041,"Franklin Parish, Louisiana",19161,99.2,0.4
22043,"Grant Parish, Louisiana",20780,94.4,0.8
22045,"Iberia Parish, Louisiana",68140,87.1,1
22047,"Iberville Parish, Louisiana",31341,96.2,0.8
22049,"Jackson Parish, Louisiana",15166,98.5,0.7
22051,"Jefferson Parish, Louisiana",405446,83.2,0.4
22053,"Jefferson Davis Parish, Louisiana",29239,88.5,1.2
22055,"Lafayette Parish, Louisiana",208967,85,0.7
22057,"Lafourche Parish, Louisiana",90175,82.5,0.9
22059,"LaSalle Parish, Louisiana",13821,96.9,0.7
22061,"Lincoln Parish, Louisiana",44175,95.8,0.8
22063,"Livingston Parish, Louisiana",120652,95.5,0.6
22065,"Madison Parish, Louisiana",11167,98.7,0.7
22067,"Morehouse Parish, Louisiana",25643,98.4,0.6
22069,"Natchitoches Parish, Louisiana",36792,97.7,0.4
22071,"Orleans Parish, Louisiana",334304,90.2,0.3
22073,"Ouachita Parish, Louisiana",143539,97.4,0.3
22075,"Plaquemines Parish, Louisiana",21667,91.8,2
22077,"Pointe Coupee Parish, Louisiana",21280,95.3,1.1
22079,"Rapides Parish, Louisiana",122858,94.7,0.5
22081,"Red River Parish, Louisiana",8364,99,0.7
22083,"Richland Parish, Louisiana",19413,99.2,0.4
22085,"Sabine Parish, Louisiana",22684,97.1,0.7
22087,"St. Bernard Parish, Louisiana",35740,92.3,1.2
22089,"St. Charles Parish, Louisiana",49196,94.1,0.8
22091,"St. Helena Parish, Louisiana",10316,97.6,1.2
22093,"St. James Parish, Louisiana",20459,95.6,1.1
22095,"St. John the Baptist Parish, Louisiana",41975,92.9,1.1
22097,"St. Landry Parish, Louisiana",77111,89.1,0.7
22099,"St. Martin Parish, Louisiana",48815,80.9,1.4
22101,"St. Mary Parish, Louisiana",50319,89.7,0.8
22103,"St. Tammany Parish, Louisiana",222186,94,0.4
22105,"Tangipahoa Parish, Louisiana",113918,95.1,0.6
22107,"Tensas Parish, Louisiana",4800,97.4,1.1
22109,"Terrebonne Parish, Louisiana",103737,89.8,0.8
22111,"Union Parish, Louisiana",21211,96.4,0.8
22113,"Vermilion Parish, Louisiana",54166,79.9,1.3
22115,"Vernon Parish, Louisiana",47666,92.2,0.7
22117,"Washington Parish, Louisiana",43884,95.7,0.6
22119,"Webster Parish, Louisiana",38443,98,0.5
22121,"West Baton Rouge Parish, Louisiana",22348,95.9,0.9
22123,"West Carroll Parish, Louisiana",10822,97.7,0.6
22125,"West Feliciana Parish, Louisiana",14881,97.6,0.7
22127,"Winn Parish, Louisiana",14250,97.7,0.6
23001,"Androscoggin County, Maine",100893,87.9,0.8
23003,"Aroostook County, Maine",67735,81.8,0.8
23005,"Cumberland County, Maine",268681,92.1,0.4
23007,"Franklin County, Maine",29250,97,0.6
23009,"Hancock County, Maine",52036,97,0.4
23011,"Kennebec County, Maine",115742,94.3,0.4
23013,"Knox County, Maine",37883,97.3,0.5
23015,"Lincoln County, Maine",32789,96.2,0.6
23017,"Oxford County, Maine",54837,97,0.5
23019,"Penobscot County, Maine",146055,95.3,0.4
23021,"Piscataquis County, Maine",16595,97,0.9
23023,"Sagadahoc County, Maine",33374,95.7,0.7
23025,"Somerset County, Maine",49376,96.5,0.4
23027,"Waldo County, Maine",36734,97,0.8
23029,"Washington County, Maine",31010,94.7,0.7
23031,"York County, Maine",188154,92.9,0.4
24001,"Allegany County, Maryland",70972,95.3,0.5
24003,"Anne Arundel County, Maryland",509623,89.4,0.3
24005,"Baltimore County, Maryland",763373,86.9,0.3
24009,"Calvert County, Maryland",84461,95.6,0.5
24011,"Caroline County, Maryland",30691,94,0.8
24013,"Carroll County, Maryland",158577,95.1,0.4
24015,"Cecil County, Maryland",95149,93.9,0.6
24017,"Charles County, Maryland",139643,92.8,0.7
24019,"Dorchester County, Maryland",30609,94.7,0.6
24021,"Frederick County, Maryland",221919,87.7,0.5
24023,"Garrett County, Maryland",28525,95.4,1.2
24025,"Harford County, Maryland",232039,92.8,0.4
24027,"Howard County, Maryland",276070,77.5,0.6
24029,"Kent County, Maryland",19071,94.4,1.3
24031,"Montgomery County, Maryland",924622,60.9,0.4
24033,"Prince George's County, Maryland",814255,79.2,0.4
24035,"Queen Anne's County, Maryland",45467,94.4,0.8
24037,"St. Mary's County, Maryland",99566,93.4,0.8
24039,"Somerset County, Maryland",25019,94.5,1.1
24041,"Talbot County, Maryland",36125,92.1,1.2
24043,"Washington County, Maryland",139588,93,0.5
24045,"Wicomico County, Maryland",93480,89.3,0.9
24047,"Worcester County, Maryland",49200,93.3,1.1
24510,"Baltimore city, Maryland",579901,91.2,0.3
25001,"Barnstable County, Massachusetts",206590,91.9,0.6
25003,"Berkshire County, Massachusetts",124614,92.5,0.7
25005,"Bristol County, Massachusetts",519447,79.4,0.6
25007,"Dukes County, Massachusetts",15866,91.6,3
25009,"Essex County, Massachusetts",707345,76,0.3
25011,"Franklin County, Massachusetts",68058,94.1,0.6
25013,"Hampden County, Massachusetts",437520,74.9,0.5
25015,"Hampshire County, Massachusetts",153250,90.2,0.7
25017,"Middlesex County, Massachusetts",1436028,75,0.3
25019,"Nantucket County, Massachusetts",9539,87,3.1
25021,"Norfolk County, Massachusetts",639799,81,0.4
25023,"Plymouth County, Massachusetts",469607,88.5,0.4
25025,"Suffolk County, Massachusetts",694481,62.6,0.4
25027,"Worcester County, Massachusetts",756618,81.8,0.3
26001,"Alcona County, Michigan",10461,97.7,0.6
26003,"Alger County, Michigan",9173,96.8,1.1
26005,"Allegan County, Michigan",104523,94.3,0.5
26007,"Alpena County, Michigan",27973,96.6,0.7
26009,"Antrim County, Michigan",22378,97.1,0.6
26011,"Arenac County, Michigan",15050,97.8,0.6
26013,"Baraga County, Michigan",8375,94.9,1.2
26015,"Barry County, Michigan",55800,97.6,0.4
26017,"Bay County, Michigan",101287,96.6,0.5
26019,"Benzie County, Michigan",16630,95.6,1.1
26021,"Berrien County, Michigan",146653,92.2,0.5
26023,"Branch County, Michigan",41506,91.9,0.9
26025,"Calhoun County, Michigan",127120,93.9,0.5
26027,"Cass County, Michigan",49413,95.5,0.6
26029,"Charlevoix County, Michigan",24722,96.5,0.7
26031,"Cheboygan County, Michigan",24842,97.9,0.5
26033,"Chippewa County, Michigan",36822,94.9,0.6
26035,"Clare County, Michigan",29074,96.1,0.9
26037,"Clinton County, Michigan",71678,95.4,0.5
26039,"Crawford County, Michigan",13424,98.4,0.5
26041,"Delta County, Michigan",35012,97.7,0.5
26043,"Dickinson County, Michigan",24878,97.4,0.7
26045,"Eaton County, Michigan",101896,93.9,0.6
26047,"Emmet County, Michigan",31217,96.8,0.6
26049,"Genesee County, Michigan",395118,96.6,0.2
26051,"Gladwin County, Michigan",24449,95.1,1.4
26053,"Gogebic County, Michigan",15466,96,0.8
26055,"Grand Traverse County, Michigan",83295,96.6,0.6
26057,"Gratiot County, Michigan",39876,95.9,0.6
26059,"Hillsdale County, Michigan",43765,95.1,1.3
26061,"Houghton County, Michigan",34425,93,0.8
26063,"Huron County, Michigan",31234,96.7,0.5
26065,"Ingham County, Michigan",265466,88.2,0.4
26067,"Ionia County, Michigan",59934,96.3,0.4
26069,"Iosco County, Michigan",24670,97.3,0.6
26071,"Iron County, Michigan",11240,96.4,0.8
26073,"Isabella County, Michigan",66919,94.5,0.9
26075,"Jackson County, Michigan",150835,96.5,0.3
26077,"Kalamazoo County, Michigan",237348,93,0.4
26079,"Kalkaska County, Michigan",16154,98.3,0.5
26081,"Kent County, Michigan",565758,88.7,0.3
26083,"Keweenaw County, Michigan",2084,97.8,1
26085,"Lake County, Michigan",11006,97.9,0.5
26087,"Lapeer County, Michigan",83872,95.9,0.4
26089,"Leelanau County, Michigan",20806,94.7,1
26091,"Lenawee County, Michigan",93884,95.2,0.4
26093,"Livingston County, Michigan",172724,96.2,0.4
26095,"Luce County, Michigan",6247,96.3,1.4
26097,"Mackinac County, Michigan",10617,95.6,1.2
26099,"Macomb County, Michigan",797570,86.4,0.4
26101,"Manistee County, Michigan",23598,95.9,0.7
26103,"Marquette County, Michigan",63948,96.4,0.4
26105,"Mason County, Michigan",27099,95.6,0.6
26107,"Mecosta County, Michigan",40880,95.9,0.8
26109,"Menominee County, Michigan",22812,97.3,0.5
26111,"Midland County, Michigan",79237,95.1,0.6
26113,"Missaukee County, Michigan",14042,96.7,0.6
26115,"Monroe County, Michigan",142962,96.3,0.4
26117,"Montcalm County, Michigan",59502,96.6,0.4
26119,"Montmorency County, Michigan",9271,97.6,0.7
26121,"Muskegon County, Michigan",160192,95.8,0.4
26123,"Newaygo County, Michigan",45349,94.8,0.6
26125,"Oakland County, Michigan",1145175,86,0.3
26127,"Oceana County, Michigan",24744,88.5,0.9
26129,"Ogemaw County, Michigan",20505,97.8,0.4
26131,"Ontonagon County, Michigan",6380,95,1
26133,"Osceola County, Michigan",21994,95.5,0.8
26135,"Oscoda County, Michigan",8170,92.9,1.7
26137,"Otsego County, Michigan",22776,97.8,0.5
26139,"Ottawa County, Michigan",249402,90.2,0.5
26141,"Presque Isle County, Michigan",12751,96.4,0.6
26143,"Roscommon County, Michigan",23333,97.5,0.8
26145,"Saginaw County, Michigan",187284,94.9,0.4
26147,"St. Clair County, Michigan",152930,96.1,0.3
26149,"St. Joseph County, Michigan",56900,90.1,0.8
26151,"Sanilac County, Michigan",40264,96.3,0.4
26153,"Schoolcraft County, Michigan",8030,97.3,1.2
26155,"Shiawassee County, Michigan",66152,97.6,0.3
26157,"Tuscola County, Michigan",52237,97.3,0.4
26159,"Van Buren County, Michigan",71088,90.1,0.6
26161,"Washtenaw County, Michigan",329661,85.8,0.4
26163,"Wayne County, Michigan",1686973,87.4,0.2
26165,"Wexford County, Michigan",30527,96.9,0.7
27001,"Aitkin County, Minnesota",15314,97.5,0.5
27003,"Anoka County, Minnesota",312068,89.6,0.5
27005,"Becker County, Minnesota",30642,96.2,0.7
27007,"Beltrami County, Minnesota",41635,94.4,1
27009,"Benton County, Minnesota",35949,96.5,0.6
27011,"Big Stone County, Minnesota",4920,95.6,1.3
27013,"Blue Earth County, Minnesota",60735,93.8,0.6
27015,"Brown County, Minnesota",24099,95,0.7
27017,"Carlton County, Minnesota",33263,95.8,0.6
27019,"Carver County, Minnesota",86275,91,0.9
27021,"Cass County, Minnesota",26800,97,0.4
27023,"Chippewa County, Minnesota",11504,94.1,1.4
27025,"Chisago County, Minnesota",50639,96.5,0.5
27027,"Clay County, Minnesota",55613,94.6,0.7
27029,"Clearwater County, Minnesota",8132,95.1,0.9
27031,"Cook County, Minnesota",4971,94.5,1.2
27033,"Cottonwood County, Minnesota",10974,92.7,1.2
27035,"Crow Wing County, Minnesota",58781,97.8,0.3
27037,"Dakota County, Minnesota",374908,88.6,0.4
27039,"Dodge County, Minnesota",18731,95.6,0.7
27041,"Douglas County, Minnesota",34189,97.7,0.4
27043,"Faribault County, Minnesota",13632,94.4,1
27045,"Fillmore County, Minnesota",19483,94.4,0.9
27047,"Freeborn County, Minnesota",29252,93.3,1
27049,"Goodhue County, Minnesota",43412,96,0.4
27051,"Grant County, Minnesota",5623,97.4,0.6
27053,"Hennepin County, Minnesota",1093379,83.3,0.3
27055,"Houston County, Minnesota",17902,97.8,0.5
27057,"Hubbard County, Minnesota",19203,97.4,0.5
27059,"Isanti County, Minnesota",35447,97.4,0.5
27061,"Itasca County, Minnesota",42772,97.8,0.3
27063,"Jackson County, Minnesota",9655,95.5,0.8
27065,"Kanabec County, Minnesota",15259,97.3,0.6
27067,"Kandiyohi County, Minnesota",39407,88.9,0.9
27069,"Kittson County, Minnesota",4285,96.8,1
27071,"Koochiching County, Minnesota",12584,96.2,1.3
27073,"Lac qui Parle County, Minnesota",6793,97.6,0.5
27075,"Lake County, Minnesota",10234,97.6,0.7
27077,"Lake of the Woods County, Minnesota",3789,98,1.4
27079,"Le Sueur County, Minnesota",25954,94.6,0.6
27081,"Lincoln County, Minnesota",5504,97,0.7
27083,"Lyon County, Minnesota",23866,89.8,0.6
27085,"McLeod County, Minnesota",34040,94.3,0.6
27087,"Mahnomen County, Minnesota",4937,95.3,1.3
27089,"Marshall County, Minnesota",8912,93.8,0.8
27091,"Martin County, Minnesota",19549,95.5,0.7
27093,"Meeker County, Minnesota",21634,95.5,0.6
27095,"Mille Lacs County, Minnesota",24159,96.6,0.5
27097,"Morrison County, Minnesota",30941,96.7,0.5
27099,"Mower County, Minnesota",36399,87.5,1.1
27101,"Murray County, Minnesota",8146,96.4,0.6
27103,"Nicollet County, Minnesota",30808,93.8,1.5
27105,"Nobles County, Minnesota",19779,74,1.6
27107,"Norman County, Minnesota",6366,95,0.9
27109,"Olmsted County, Minnesota",135340,87.4,0.7
27111,"Otter Tail County, Minnesota",54088,95.2,0.5
27113,"Pennington County, Minnesota",13116,95.4,1.2
27115,"Pine County, Minnesota",27795,95.3,0.6
27117,"Pipestone County, Minnesota",8860,94.6,1
27119,"Polk County, Minnesota",29458,92.3,1.1
27121,"Pope County, Minnesota",10332,97.7,0.5
27123,"Ramsey County, Minnesota",479811,79.2,0.4
27125,"Red Lake County, Minnesota",3820,95.4,1.4
27127,"Redwood County, Minnesota",14927,94.5,0.7
27129,"Renville County, Minnesota",14564,93.3,0.7
27131,"Rice County, Minnesota",60651,88.8,0.7
27133,"Rock County, Minnesota",8983,95.5,0.9
27135,"Roseau County, Minnesota",14612,96.2,0.5
27137,"St. Louis County, Minnesota",189646,95.9,0.3
27139,"Scott County, Minnesota",122334,88.2,0.7
27141,"Sherburne County, Minnesota",82611,95.8,0.6
27143,"Sibley County, Minnesota",14155,91.5,0.8
27145,"Stearns County, Minnesota",141388,93.1,0.5
27147,"Steele County, Minnesota",33906,91.9,1.1
27149,"Stevens County, Minnesota",9147,94.9,1.3
27151,"Swift County, Minnesota",9122,95.5,0.6
27153,"Todd County, Minnesota",23033,92.1,1.1
27155,"Traverse County, Minnesota",3338,96.4,1.3
27157,"Wabasha County, Minnesota",20330,97,1
27159,"Wadena County, Minnesota",12858,96,0.8
27161,"Waseca County, Minnesota",17900,93.6,0.9
27163,"Washington County, Minnesota",226023,90.7,0.4
27165,"Watonwan County, Minnesota",10408,79.2,1
27167,"Wilkin County, Minnesota",6199,97,1
27169,"Winona County, Minnesota",48839,93.8,0.7
27171,"Wright County, Minnesota",115811,95.6,0.5
27173,"Yellow Medicine County, Minnesota",9672,94.9,0.6
28001,"Adams County, Mississippi",30319,95,0.9
28003,"Alcorn County, Mississippi",34651,97.1,0.6
28005,"Amite County, Mississippi",12204,98.7,1.1
28007,"Attala County, Mississippi",17939,98.3,0.6
28009,"Benton County, Mississippi",8167,97.5,0.5
28011,"Bolivar County, Mississippi",31606,97,0.6
28013,"Calhoun County, Mississippi",13851,94.7,0.6
28015,"Carroll County, Mississippi",9928,98.4,1
28017,"Chickasaw County, Mississippi",16211,96.6,1
28019,"Choctaw County, Mississippi",7927,99.3,0.5
28021,"Claiborne County, Mississippi",8999,98.5,1
28023,"Clarke County, Mississippi",15584,99.2,0.4
28025,"Clay County, Mississippi",19164,98.1,1
28027,"Coahoma County, Mississippi",23670,98.8,0.5
28029,"Copiah County, Mississippi",27173,96.4,1.1
28031,"Covington County, Mississippi",18118,99,0.5
28033,"DeSoto County, Mississippi",152661,94.7,0.5
28035,"Forrest County, Mississippi",70550,95.8,0.5
28037,"Franklin County, Mississippi",7502,98.9,0.8
28039,"George County, Mississippi",21055,97.9,0.8
28041,"Greene County, Mississippi",13550,97.4,1
28043,"Grenada County, Mississippi",20317,99.1,0.5
28045,"Hancock County, Mississippi",41908,94.8,0.8
28047,"Harrison County, Mississippi",176793,93.3,0.4
28049,"Hinds County, Mississippi",228681,96.9,0.3
28051,"Holmes County, Mississippi",17332,99.4,0.4
28053,"Humphreys County, Mississippi",8465,99.2,0.3
28055,"Issaquena County, Mississippi",1290,99.9,0.2
28057,"Itawamba County, Mississippi",21978,97.8,0.8
28059,"Jackson County, Mississippi",130636,93.6,0.5
28061,"Jasper County, Mississippi",15731,98.9,0.8
28063,"Jefferson County, Mississippi",7095,99.6,0.6
28065,"Jefferson Davis County, Mississippi",11466,98.8,1
28067,"Jones County, Mississippi",63148,94.7,0.7
28069,"Kemper County, Mississippi",9727,96.2,1.9
28071,"Lafayette County, Mississippi",46396,95.4,0.8
28073,"Lamar County, Mississippi",52688,96.7,0.6
28075,"Lauderdale County, Mississippi",74849,96.9,0.5
28077,"Lawrence County, Mississippi",11828,98.7,0.8
28079,"Leake County, Mississippi",21622,93.9,0.9
28081,"Lee County, Mississippi",77765,95.6,0.6
28083,"Leflore County, Mississippi",29418,96.6,1.2
28085,"Lincoln County, Mississippi",32428,98,0.8
28087,"Lowndes County, Mississippi",55659,95.9,0.7
28089,"Madison County, Mississippi",90458,94.2,0.6
28091,"Marion County, Mississippi",24751,98.6,0.5
28093,"Marshall County, Mississippi",34484,97.2,0.7
28095,"Monroe County, Mississippi",34378,98.7,0.4
28097,"Montgomery County, Mississippi",10041,99.7,0.2
28099,"Neshoba County, Mississippi",27334,88.9,1.6
28101,"Newton County, Mississippi",20175,95.6,0.8
28103,"Noxubee County, Mississippi",10548,97.5,1
28105,"Oktibbeha County, Mississippi",45560,94.5,0.8
28107,"Panola County, Mississippi",31998,99.5,0.2
28109,"Pearl River County, Mississippi",52084,97.8,0.7
28111,"Perry County, Mississippi",11357,99.3,0.5
28113,"Pike County, Mississippi",37250,97.3,0.6
28115,"Pontotoc County, Mississippi",28137,94.9,1.5
28117,"Prentiss County, Mississippi",23690,98.6,0.8
28119,"Quitman County, Mississippi",7469,97.3,2
28121,"Rankin County, Mississippi",133858,95.8,0.4
28123,"Scott County, Mississippi",25974,90.8,0.8
28125,"Sharkey County, Mississippi",4566,99.1,0.7
28127,"Simpson County, Mississippi",25527,97.8,0.9
28129,"Smith County, Mississippi",15328,98.5,0.5
28131,"Stone County, Mississippi",16738,98.5,0.6
28133,"Sunflower County, Mississippi",26720,97.6,0.6
28135,"Tallahatchie County, Mississippi",14266,89.4,1.6
28137,"Tate County, Mississippi",26787,97.5,0.4
28139,"Tippah County, Mississippi",20663,95.4,1.2
28141,"Tishomingo County, Mississippi",18479,96.3,0.5
28143,"Tunica County, Mississippi",9742,95.3,1.5
28145,"Union County, Mississippi",25442,95.3,0.7
28147,"Walthall County, Mississippi",14258,97.9,0.7
28149,"Warren County, Mississippi",45148,96.9,0.6
28151,"Washington County, Mississippi",46705,96.7,0.7
28153,"Wayne County, Mississippi",19244,98,1.1
28155,"Webster County, Mississippi",9486,98.7,0.5
28157,"Wilkinson County, Mississippi",8966,99,0.7
28159,"Winston County, Mississippi",17750,99.5,0.3
28161,"Yalobusha County, Mississippi",11726,99.1,0.6
28163,"Yazoo County, Mississippi",26151,92.7,1.7
29001,"Adair County, Missouri",24257,95.2,1
29003,"Andrew County, Missouri",16357,98.7,0.5
29005,"Atchison County, Missouri",5302,98.7,0.5
29007,"Audrain County, Missouri",23879,95.1,1.3
29009,"Barry County, Missouri",33282,92,0.7
29011,"Barton County, Missouri",11572,96.8,0.9
29013,"Bates County, Missouri",15871,97.4,0.7
29015,"Benton County, Missouri",18236,97.9,0.8
29017,"Bollinger County, Missouri",11626,99.2,0.5
29019,"Boone County, Missouri",155586,91.7,0.7
29021,"Buchanan County, Missouri",83347,94.5,0.6
29023,"Butler County, Missouri",40163,97.4,0.7
29025,"Caldwell County, Missouri",8705,98.3,0.7
29027,"Callaway County, Missouri",41699,97.5,0.6
29029,"Camden County, Missouri",41605,95.7,0.7
29031,"Cape Girardeau County, Missouri",71743,96.1,0.5
29033,"Carroll County, Missouri",8716,98.1,0.9
29035,"Carter County, Missouri",5819,98.7,0.9
29037,"Cass County, Missouri",93447,96.5,0.5
29039,"Cedar County, Missouri",13101,96.8,2.5
29041,"Chariton County, Missouri",7263,99.1,0.4
29043,"Christian County, Missouri",73064,96.8,0.7
29045,"Clark County, Missouri",6592,98.4,0.8
29047,"Clay County, Missouri",209255,92.5,0.5
29049,"Clinton County, Missouri",19380,98.8,0.4
29051,"Cole County, Missouri",71274,95.4,0.5
29053,"Cooper County, Missouri",16543,96.8,0.8
29055,"Crawford County, Missouri",23123,98.5,0.5
29057,"Dade County, Missouri",7364,97.9,0.9
29059,"Dallas County, Missouri",15662,91.3,3.4
29061,"Daviess County, Missouri",7757,90.7,3.2
29063,"DeKalb County, Missouri",12303,95.7,1.1
29065,"Dent County, Missouri",14690,97.8,0.9
29067,"Douglas County, Missouri",12839,98.3,0.7
29069,"Dunklin County, Missouri",29652,95.1,0.6
29071,"Franklin County, Missouri",95243,97.7,0.4
29073,"Gasconade County, Missouri",14303,98.2,0.5
29075,"Gentry County, Missouri",6313,95.8,1.8
29077,"Greene County, Missouri",261001,94.9,0.3
29079,"Grundy County, Missouri",9608,95.6,1.6
29081,"Harrison County, Missouri",8225,97.5,1.1
29083,"Henry County, Missouri",20962,98,0.8
29085,"Hickory County, Missouri",9064,97.4,1.4
29087,"Holt County, Missouri",4514,98.4,0.8
29089,"Howard County, Missouri",9577,98.1,0.8
29091,"Howell County, Missouri",37739,97,1.1
29093,"Iron County, Missouri",9897,98.3,0.5
29095,"Jackson County, Missouri",628249,91.2,0.3
29097,"Jasper County, Missouri",108014,93,0.5
29099,"Jefferson County, Missouri",205031,96.8,0.3
29101,"Johnson County, Missouri",49943,95.8,0.8
29103,"Knox County, Missouri",3850,96.3,1.8
29105,"Laclede County, Missouri",33280,97.5,0.7
29107,"Lafayette County, Missouri",31180,97.7,0.6
29109,"Lawrence County, Missouri",35929,93.2,1.3
29111,"Lewis County, Missouri",9560,93,3.6
29113,"Lincoln County, Missouri",49363,97.4,0.6
29115,"Linn County, Missouri",11833,96.9,1.2
29117,"Livingston County, Missouri",14148,98,0.5
29119,"McDonald County, Missouri",21183,86.9,0.9
29121,"Macon County, Missouri",14558,97.3,0.9
29123,"Madison County, Missouri",11571,95.7,1.6
29125,"Maries County, Missouri",8552,98,1.2
29127,"Marion County, Missouri",26808,97.5,0.6
29129,"Mercer County, Missouri",3512,92.4,3.2
29131,"Miller County, Missouri",23272,98,0.7
29133,"Mississippi County, Missouri",13377,98.5,0.8
29135,"Moniteau County, Missouri",14634,91.8,1.2
29137,"Monroe County, Missouri",8288,96.6,1.1
29139,"Montgomery County, Missouri",11387,98.7,0.5
29141,"Morgan County, Missouri",19180,92.4,2.4
29143,"New Madrid County, Missouri",17524,98.5,0.5
29145,"Newton County, Missouri",54721,93.2,0.5
29147,"Nodaway County, Missouri",22227,96.4,1.4
29149,"Oregon County, Missouri",10322,98.5,0.6
29151,"Osage County, Missouri",13007,97.8,0.9
29153,"Ozark County, Missouri",9188,97.9,0.8
29155,"Pemiscot County, Missouri",16772,98.4,0.6
29157,"Perry County, Missouri",17795,96.5,0.8
29159,"Pettis County, Missouri",39074,87.8,1.5
29161,"Phelps County, Missouri",42315,94.9,0.7
29163,"Pike County, Missouri",17476,96.6,1.3
29165,"Platte County, Missouri",85202,92.7,0.7
29167,"Polk County, Missouri",29186,95.6,1.3
29169,"Pulaski County, Missouri",48832,87.7,1.1
29171,"Putnam County, Missouri",4677,98.1,0.9
29173,"Ralls County, Missouri",9642,99.1,0.5
29175,"Randolph County, Missouri",23661,98.5,0.4
29177,"Ray County, Missouri",21889,98.1,0.6
29179,"Reynolds County, Missouri",6285,99.2,0.3
29181,"Ripley County, Missouri",13224,98.6,0.5
29183,"St. Charles County, Missouri",341309,93.8,0.3
29185,"St. Clair County, Missouri",9172,95.7,2.5
29186,"Ste. Genevieve County, Missouri",17035,97.9,1.1
29187,"St. Francois County, Missouri",61862,98,0.4
29189,"St. Louis County, Missouri",941288,91.3,0.2
29195,"Saline County, Missouri",21902,90.8,1.1
29197,"Schuyler County, Missouri",4120,93.6,4.9
29199,"Scotland County, Missouri",4443,90.1,3.5
29201,"Scott County, Missouri",36511,98.3,0.6
29203,"Shannon County, Missouri",7861,97.6,1.3
29205,"Shelby County, Missouri",5889,97.2,1.4
29207,"Stoddard County, Missouri",28164,98.3,0.6
29209,"Stone County, Missouri",30445,98.2,0.5
29211,"Sullivan County, Missouri",6212,83.3,1.6
29213,"Taney County, Missouri",49128,93.8,1.3
29215,"Texas County, Missouri",24225,97.9,0.5
29217,"Vernon County, Missouri",19620,96.8,0.9
29219,"Warren County, Missouri",30518,96.3,0.7
29221,"Washington County, Missouri",23575,97.4,0.8
29223,"Wayne County, Missouri",12745,99,0.6
29225,"Webster County, Missouri",33760,92.6,2.3
29227,"Worth County, Missouri",2021,99.1,1
29229,"Wright County, Missouri",17446,97.5,0.7
29510,"St. Louis city, Missouri",297679,90.4,0.6
30001,"Beaverhead County, Montana",8814,97.9,0.8
30003,"Big Horn County, Montana",11549,70.1,3.1
30005,"Blaine County, Montana",5984,95.4,1.5
30007,"Broadwater County, Montana",5371,98.8,0.8
